start,end,epd_data,asi_data,asi
2022-01-09 16:37:45,2022-01-09 16:39:04,True,True,inuv
2022-01-09 16:39:21,2022-01-09 16:40:40,True,True,gako
2022-01-09 18:11:06,2022-01-09 18:12:26,True,True,kian
2022-01-11 16:39:30,2022-01-11 16:40:04,True,True,inuv
2022-01-11 16:41:06,2022-01-11 16:42:25,True,True,gako
2022-01-11 18:12:51,2022-01-11 18:14:10,True,True,kian
2022-01-13 00:56:28,2022-01-13 00:57:43,True,True,tpas
2022-01-13 00:57:03,2022-01-13 00:58:21,True,True,gill
2022-01-13 22:38:51,2022-01-13 22:40:09,True,True,kuuj
2022-01-14 00:09:29,2022-01-14 00:10:47,True,True,kapu
2022-01-14 00:09:29,2022-01-14 00:10:47,True,True,kapu
2022-01-14 00:14:53,2022-01-14 00:16:10,True,True,talo
2022-01-14 00:14:53,2022-01-14 00:16:10,True,True,talo
2022-01-15 00:57:57,2022-01-15 00:59:15,True,True,tpas
2022-01-15 00:58:35,2022-01-15 00:59:00,True,True,gill
2022-01-15 12:06:52,2022-01-15 12:08:10,True,True,snkq
2022-01-16 00:16:20,2022-01-16 00:17:38,True,True,talo
2022-01-16 00:16:20,2022-01-16 00:17:38,True,True,talo
2022-01-16 12:54:51,2022-01-16 12:55:21,True,True,gill
2022-01-17 00:59:17,2022-01-17 01:00:35,True,True,tpas
2022-01-20 04:56:39,2022-01-20 04:57:58,True,True,kian
2022-01-20 23:27:14,2022-01-20 23:28:32,True,True,kapu
2022-01-20 23:29:09,2022-01-20 23:30:27,True,True,snkq
2022-01-22 12:57:05,2022-01-22 12:58:23,True,True,gill
2022-01-23 22:44:17,2022-01-23 22:45:35,True,True,kuuj
2022-01-26 16:01:02,2022-01-26 16:02:21,True,True,inuv
2022-02-01 00:18:06,2022-02-01 00:19:03,True,True,gill
2022-02-01 11:26:00,2022-02-01 11:27:17,True,True,snkq
2022-02-01 11:28:13,2022-02-01 11:29:12,True,True,kapu
2022-02-03 11:25:48,2022-02-03 11:27:06,True,True,snkq
2022-02-03 11:27:42,2022-02-03 11:29:00,True,True,kapu
2022-02-04 15:14:44,2022-02-04 15:16:03,True,True,inuv
2022-02-08 12:10:41,2022-02-08 12:11:59,True,True,gill
2022-02-10 10:36:20,2022-02-10 10:37:37,True,True,kuuj
2022-02-10 12:06:10,2022-02-10 12:07:27,True,True,talo
2022-02-10 12:09:39,2022-02-10 12:10:57,True,True,gill
2022-02-11 11:22:35,2022-02-11 11:23:52,True,True,snkq
2022-02-11 11:24:29,2022-02-11 11:25:46,True,True,kapu
2022-02-14 15:09:21,2022-02-14 15:10:40,True,True,inuv
2022-02-15 11:19:27,2022-02-15 11:20:23,True,True,snkq
2022-02-15 11:21:21,2022-02-15 11:22:38,True,True,kapu
2022-03-04 10:10:01,2022-03-04 10:11:18,True,True,snkq
2022-03-05 09:21:53,2022-03-05 09:22:39,True,True,kuuj
2022-03-12 09:52:54,2022-03-12 09:54:12,True,True,snkq
2022-03-20 09:30:48,2022-03-20 09:31:29,True,True,snkq
