"Start Time (UTC)","End Time (UTC)","Duration (min)","Min (km)","Max (km)","Conjunction Type","Conjunction Between"
"2020-03-04  03:44","2020-03-04  03:45","2","303","352","nbtrace","TREx Spectrograph LUCK and ELFIN-B"
"2020-03-04  03:44","2020-03-04  03:45","2","303","352","nbtrace","TREx RGB LUCK and ELFIN-B"
"2020-03-04  03:45","2020-03-04  03:46","2","225","267","nbtrace","THEMIS-ASI ATHA and ELFIN-B"
"2020-03-04  03:46","2020-03-04  03:48","3","90","493","nbtrace","THEMIS-ASI FSMI and ELFIN-B"
"2020-03-04  03:46","2020-03-04  03:48","3","90","493","nbtrace","REGO FSMI and ELFIN-B"
"2020-03-04  03:46","2020-03-04  03:48","3","90","493","nbtrace","TREx RGB FSMI and ELFIN-B"
"2020-03-04  03:47","2020-03-04  03:48","2","450","453","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2020-03-04  03:47","2020-03-04  03:48","2","450","453","nbtrace","REGO FSIM and ELFIN-B"
"2020-03-04  03:50","2020-03-04  03:51","2","260","419","nbtrace","REGO SACH and ELFIN-B"
"2020-03-04  04:51","2020-03-04  04:51","1","407","407","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2020-03-04  04:51","2020-03-04  04:51","1","349","349","nbtrace","THEMIS-ASI WHIT and ELFIN-A"
"2020-03-04  04:51","2020-03-04  04:51","1","407","407","nbtrace","REGO FSIM and ELFIN-A"
"2020-03-04  04:52","2020-03-04  04:54","3","102","464","nbtrace","THEMIS-ASI INUV and ELFIN-A"
"2020-03-04  04:53","2020-03-04  04:54","2","277","471","nbtrace","REGO SACH and ELFIN-A"
"2020-03-04  05:20","2020-03-04  05:21","2","208","233","nbtrace","THEMIS-ASI WHIT and ELFIN-B"
"2020-03-04  05:21","2020-03-04  05:21","1","430","430","nbtrace","THEMIS-ASI GAKO and ELFIN-B"
"2020-03-04  05:22","2020-03-04  05:23","2","280","328","nbtrace","THEMIS-ASI INUV and ELFIN-B"
"2020-03-04  06:25","2020-03-04  06:25","1","378","378","nbtrace","THEMIS-ASI GAKO and ELFIN-A"
"2020-03-04  23:34","2020-03-04  23:34","1","291","291","nbtrace","THEMIS-ASI NRSQ and ELFIN-A"
"2020-03-05  01:06","2020-03-05  01:07","2","299","444","nbtrace","THEMIS-ASI KUUJ and ELFIN-A"
"2020-03-05  01:06","2020-03-05  01:07","2","410","458","nbtrace","THEMIS-ASI SNKQ and ELFIN-A"
"2020-03-05  01:34","2020-03-05  01:35","2","270","348","nbtrace","THEMIS-ASI KAPU and ELFIN-B"
"2020-03-05  01:35","2020-03-05  01:37","3","117","500","nbtrace","THEMIS-ASI SNKQ and ELFIN-B"
"2020-03-05  01:38","2020-03-05  01:38","1","482","482","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2020-03-05  01:38","2020-03-05  01:38","1","482","482","nbtrace","REGO RANK and ELFIN-B"
"2020-03-05  01:39","2020-03-05  01:40","2","322","486","nbtrace","THEMIS-ASI TALO and ELFIN-B"
"2020-03-05  01:39","2020-03-05  01:40","2","322","486","nbtrace","REGO TALO and ELFIN-B"
"2020-03-05  02:38","2020-03-05  02:39","2","186","266","nbtrace","THEMIS-ASI PINA and ELFIN-A"
"2020-03-05  02:38","2020-03-05  02:39","2","186","266","nbtrace","TREx RGB PINA and ELFIN-A"
"2020-03-05  02:39","2020-03-05  02:41","3","81","431","nbtrace","THEMIS-ASI GILL and ELFIN-A"
"2020-03-05  02:39","2020-03-05  02:40","2","409","416","nbtrace","THEMIS-ASI TPAS and ELFIN-A"
"2020-03-05  02:39","2020-03-05  02:41","3","81","431","nbtrace","REGO GILL and ELFIN-A"
"2020-03-05  02:39","2020-03-05  02:41","3","81","431","nbtrace","TREx RGB GILL and ELFIN-A"
"2020-03-05  02:41","2020-03-05  02:42","2","317","399","nbtrace","THEMIS-ASI RANK and ELFIN-A"
"2020-03-05  02:41","2020-03-05  02:42","2","317","399","nbtrace","REGO RANK and ELFIN-A"
"2020-03-05  02:41","2020-03-05  02:41","1","436","436","nbtrace","TREx NIR RABB and ELFIN-A"
"2020-03-05  02:41","2020-03-05  02:41","1","436","436","nbtrace","TREx Spectrograph RABB and ELFIN-A"
"2020-03-05  02:41","2020-03-05  02:41","1","436","436","nbtrace","TREx RGB RABB and ELFIN-A"
"2020-03-05  02:43","2020-03-05  02:44","2","328","351","nbtrace","THEMIS-ASI TALO and ELFIN-A"
"2020-03-05  02:43","2020-03-05  02:44","2","328","351","nbtrace","REGO TALO and ELFIN-A"
"2020-03-05  02:44","2020-03-05  02:45","2","268","436","nbtrace","REGO RESU and ELFIN-A"
"2020-03-05  03:08","2020-03-05  03:08","1","461","461","nbtrace","THEMIS-ASI PINA and ELFIN-B"
"2020-03-05  03:08","2020-03-05  03:10","3","147","470","nbtrace","THEMIS-ASI TPAS and ELFIN-B"
"2020-03-05  03:08","2020-03-05  03:09","2","380","392","nbtrace","REGO LUCK and ELFIN-B"
"2020-03-05  03:08","2020-03-05  03:09","2","380","392","nbtrace","TREx Spectrograph LUCK and ELFIN-B"
"2020-03-05  03:08","2020-03-05  03:09","2","380","392","nbtrace","TREx RGB LUCK and ELFIN-B"
"2020-03-05  03:08","2020-03-05  03:08","1","461","461","nbtrace","TREx RGB PINA and ELFIN-B"
"2020-03-05  03:10","2020-03-05  03:11","2","104","320","nbtrace","TREx NIR RABB and ELFIN-B"
"2020-03-05  03:10","2020-03-05  03:11","2","104","320","nbtrace","TREx Spectrograph RABB and ELFIN-B"
"2020-03-05  03:10","2020-03-05  03:11","2","104","320","nbtrace","TREx RGB RABB and ELFIN-B"
"2020-03-05  03:11","2020-03-05  03:11","1","399","399","nbtrace","THEMIS-ASI FSMI and ELFIN-B"
"2020-03-05  03:11","2020-03-05  03:11","1","399","399","nbtrace","REGO FSMI and ELFIN-B"
"2020-03-05  03:11","2020-03-05  03:11","1","399","399","nbtrace","TREx RGB FSMI and ELFIN-B"
"2020-03-05  04:13","2020-03-05  04:13","1","318","318","nbtrace","THEMIS-ASI ATHA and ELFIN-A"
"2020-03-05  04:14","2020-03-05  04:16","3","40","429","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2020-03-05  04:14","2020-03-05  04:15","2","484","499","nbtrace","THEMIS-ASI FSMI and ELFIN-A"
"2020-03-05  04:14","2020-03-05  04:16","3","40","429","nbtrace","REGO FSIM and ELFIN-A"
"2020-03-05  04:14","2020-03-05  04:15","2","484","499","nbtrace","REGO FSMI and ELFIN-A"
"2020-03-05  04:14","2020-03-05  04:15","2","484","499","nbtrace","TREx RGB FSMI and ELFIN-A"
"2020-03-05  04:17","2020-03-05  04:17","1","428","428","nbtrace","THEMIS-ASI INUV and ELFIN-A"
"2020-03-05  04:17","2020-03-05  04:18","2","105","319","nbtrace","REGO SACH and ELFIN-A"
"2020-03-05  04:44","2020-03-05  04:45","2","393","461","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2020-03-05  04:44","2020-03-05  04:45","2","412","460","nbtrace","THEMIS-ASI WHIT and ELFIN-B"
"2020-03-05  04:44","2020-03-05  04:45","2","393","461","nbtrace","REGO FSIM and ELFIN-B"
"2020-03-05  04:46","2020-03-05  04:47","2","212","276","nbtrace","THEMIS-ASI INUV and ELFIN-B"
"2020-03-05  04:47","2020-03-05  04:48","2","306","353","nbtrace","REGO SACH and ELFIN-B"
"2020-03-05  05:48","2020-03-05  05:48","1","460","460","nbtrace","THEMIS-ASI WHIT and ELFIN-A"
"2020-03-05  05:48","2020-03-05  05:49","2","126","314","nbtrace","THEMIS-ASI GAKO and ELFIN-A"
"2020-03-05  06:18","2020-03-05  06:19","2","376","427","nbtrace","THEMIS-ASI GAKO and ELFIN-B"
"2020-03-06  00:30","2020-03-06  00:31","2","242","348","nbtrace","THEMIS-ASI KUUJ and ELFIN-A"
"2020-03-06  01:00","2020-03-06  01:01","2","307","351","nbtrace","THEMIS-ASI KUUJ and ELFIN-B"
"2020-03-06  01:00","2020-03-06  01:00","1","426","426","nbtrace","THEMIS-ASI SNKQ and ELFIN-B"
"2020-03-06  02:01","2020-03-06  02:02","2","286","432","nbtrace","THEMIS-ASI KAPU and ELFIN-A"
"2020-03-06  02:04","2020-03-06  02:04","1","426","426","nbtrace","THEMIS-ASI GILL and ELFIN-A"
"2020-03-06  02:04","2020-03-06  02:04","1","426","426","nbtrace","REGO GILL and ELFIN-A"
"2020-03-06  02:04","2020-03-06  02:04","1","426","426","nbtrace","TREx RGB GILL and ELFIN-A"
"2020-03-06  02:05","2020-03-06  02:06","2","240","261","nbtrace","THEMIS-ASI RANK and ELFIN-A"
"2020-03-06  02:05","2020-03-06  02:06","2","240","261","nbtrace","REGO RANK and ELFIN-A"
"2020-03-06  02:07","2020-03-06  02:08","2","136","304","nbtrace","THEMIS-ASI TALO and ELFIN-A"
"2020-03-06  02:07","2020-03-06  02:08","2","136","304","nbtrace","REGO TALO and ELFIN-A"
"2020-03-06  02:08","2020-03-06  02:09","2","150","276","nbtrace","REGO RESU and ELFIN-A"
"2020-03-06  02:31","2020-03-06  02:33","3","128","444","nbtrace","THEMIS-ASI PINA and ELFIN-B"
"2020-03-06  02:31","2020-03-06  02:33","3","128","444","nbtrace","TREx RGB PINA and ELFIN-B"
"2020-03-06  02:33","2020-03-06  02:34","2","170","258","nbtrace","THEMIS-ASI GILL and ELFIN-B"
"2020-03-06  02:33","2020-03-06  02:33","1","399","399","nbtrace","THEMIS-ASI TPAS and ELFIN-B"
"2020-03-06  02:33","2020-03-06  02:34","2","170","258","nbtrace","REGO GILL and ELFIN-B"
"2020-03-06  02:33","2020-03-06  02:34","2","170","258","nbtrace","TREx RGB GILL and ELFIN-B"
"2020-03-06  02:34","2020-03-06  02:34","1","471","471","nbtrace","TREx NIR RABB and ELFIN-B"
"2020-03-06  02:34","2020-03-06  02:34","1","471","471","nbtrace","TREx Spectrograph RABB and ELFIN-B"
"2020-03-06  02:34","2020-03-06  02:34","1","471","471","nbtrace","TREx RGB RABB and ELFIN-B"
"2020-03-06  02:35","2020-03-06  02:36","2","280","394","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2020-03-06  02:35","2020-03-06  02:36","2","280","394","nbtrace","REGO RANK and ELFIN-B"
"2020-03-06  02:37","2020-03-06  02:38","2","244","461","nbtrace","THEMIS-ASI TALO and ELFIN-B"
"2020-03-06  02:37","2020-03-06  02:38","2","244","461","nbtrace","REGO TALO and ELFIN-B"
"2020-03-06  02:38","2020-03-06  02:39","2","305","337","nbtrace","REGO RESU and ELFIN-B"
"2020-03-06  03:35","2020-03-06  03:37","3","163","495","nbtrace","REGO LUCK and ELFIN-A"
"2020-03-06  03:35","2020-03-06  03:37","3","163","495","nbtrace","TREx Spectrograph LUCK and ELFIN-A"
"2020-03-06  03:35","2020-03-06  03:37","3","163","495","nbtrace","TREx RGB LUCK and ELFIN-A"
"2020-03-06  03:36","2020-03-06  03:37","2","220","441","nbtrace","THEMIS-ASI ATHA and ELFIN-A"
"2020-03-06  03:38","2020-03-06  03:39","2","127","294","nbtrace","THEMIS-ASI FSMI and ELFIN-A"
"2020-03-06  03:38","2020-03-06  03:39","2","127","294","nbtrace","REGO FSMI and ELFIN-A"
"2020-03-06  03:38","2020-03-06  03:38","1","447","447","nbtrace","TREx NIR RABB and ELFIN-A"
"2020-03-06  03:38","2020-03-06  03:39","2","127","294","nbtrace","TREx RGB FSMI and ELFIN-A"
"2020-03-06  03:38","2020-03-06  03:38","1","447","447","nbtrace","TREx Spectrograph RABB and ELFIN-A"
"2020-03-06  03:38","2020-03-06  03:38","1","447","447","nbtrace","TREx RGB RABB and ELFIN-A"
"2020-03-06  03:39","2020-03-06  03:39","1","470","470","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2020-03-06  03:39","2020-03-06  03:39","1","470","470","nbtrace","REGO FSIM and ELFIN-A"
"2020-03-06  04:06","2020-03-06  04:07","2","317","386","nbtrace","THEMIS-ASI ATHA and ELFIN-B"
"2020-03-06  04:08","2020-03-06  04:09","2","162","282","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2020-03-06  04:08","2020-03-06  04:08","1","413","413","nbtrace","THEMIS-ASI FSMI and ELFIN-B"
"2020-03-06  04:08","2020-03-06  04:09","2","162","282","nbtrace","REGO FSIM and ELFIN-B"
"2020-03-06  04:08","2020-03-06  04:08","1","413","413","nbtrace","REGO FSMI and ELFIN-B"
"2020-03-06  04:08","2020-03-06  04:08","1","413","413","nbtrace","TREx RGB FSMI and ELFIN-B"
"2020-03-06  04:11","2020-03-06  04:12","2","165","263","nbtrace","REGO SACH and ELFIN-B"
"2020-03-06  05:11","2020-03-06  05:13","3","7","422","nbtrace","THEMIS-ASI WHIT and ELFIN-A"
"2020-03-06  05:13","2020-03-06  05:15","3","162","460","nbtrace","THEMIS-ASI INUV and ELFIN-A"
"2020-03-06  05:15","2020-03-06  05:15","1","493","493","nbtrace","REGO SACH and ELFIN-A"
"2020-03-06  05:42","2020-03-06  05:42","1","433","433","nbtrace","THEMIS-ASI WHIT and ELFIN-B"
"2020-03-06  05:42","2020-03-06  05:43","2","183","276","nbtrace","THEMIS-ASI GAKO and ELFIN-B"
"2020-03-06  05:44","2020-03-06  05:44","1","486","486","nbtrace","THEMIS-ASI INUV and ELFIN-B"
"2020-03-06  22:51","2020-03-06  22:52","2","261","311","nbtrace","THEMIS-ASI NRSQ and ELFIN-B"
"2020-03-07  00:24","2020-03-07  00:25","2","292","339","nbtrace","THEMIS-ASI KUUJ and ELFIN-B"
"2020-03-07  01:25","2020-03-07  01:26","2","348","441","nbtrace","THEMIS-ASI KAPU and ELFIN-A"
"2020-03-07  01:27","2020-03-07  01:28","2","204","214","nbtrace","THEMIS-ASI SNKQ and ELFIN-A"
"2020-03-07  01:55","2020-03-07  01:56","2","300","324","nbtrace","THEMIS-ASI KAPU and ELFIN-B"
"2020-03-07  01:58","2020-03-07  01:58","1","478","478","nbtrace","THEMIS-ASI GILL and ELFIN-B"
"2020-03-07  01:58","2020-03-07  01:58","1","478","478","nbtrace","REGO GILL and ELFIN-B"
"2020-03-07  01:58","2020-03-07  01:58","1","478","478","nbtrace","TREx RGB GILL and ELFIN-B"
"2020-03-07  01:59","2020-03-07  02:00","2","201","348","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2020-03-07  01:59","2020-03-07  02:00","2","201","348","nbtrace","REGO RANK and ELFIN-B"
"2020-03-07  02:00","2020-03-07  02:02","3","79","444","nbtrace","THEMIS-ASI TALO and ELFIN-B"
"2020-03-07  02:00","2020-03-07  02:02","3","79","444","nbtrace","REGO TALO and ELFIN-B"
"2020-03-07  02:59","2020-03-07  03:00","2","385","454","nbtrace","THEMIS-ASI PINA and ELFIN-A"
"2020-03-07  02:59","2020-03-07  03:00","2","385","454","nbtrace","TREx RGB PINA and ELFIN-A"
"2020-03-07  03:00","2020-03-07  03:01","2","174","256","nbtrace","THEMIS-ASI TPAS and ELFIN-A"
"2020-03-07  03:00","2020-03-07  03:00","1","429","429","nbtrace","REGO LUCK and ELFIN-A"
"2020-03-07  03:00","2020-03-07  03:00","1","429","429","nbtrace","TREx Spectrograph LUCK and ELFIN-A"
"2020-03-07  03:00","2020-03-07  03:00","1","429","429","nbtrace","TREx RGB LUCK and ELFIN-A"
"2020-03-07  03:01","2020-03-07  03:01","1","468","468","nbtrace","THEMIS-ASI GILL and ELFIN-A"
"2020-03-07  03:01","2020-03-07  03:01","1","468","468","nbtrace","REGO GILL and ELFIN-A"
"2020-03-07  03:01","2020-03-07  03:02","2","189","245","nbtrace","TREx NIR RABB and ELFIN-A"
"2020-03-07  03:01","2020-03-07  03:02","2","189","245","nbtrace","TREx Spectrograph RABB and ELFIN-A"
"2020-03-07  03:01","2020-03-07  03:01","1","468","468","nbtrace","TREx RGB GILL and ELFIN-A"
"2020-03-07  03:01","2020-03-07  03:02","2","189","245","nbtrace","TREx RGB RABB and ELFIN-A"
"2020-03-07  03:02","2020-03-07  03:02","1","487","487","nbtrace","THEMIS-ASI FSMI and ELFIN-A"
"2020-03-07  03:02","2020-03-07  03:02","1","487","487","nbtrace","REGO FSMI and ELFIN-A"
"2020-03-07  03:02","2020-03-07  03:02","1","487","487","nbtrace","TREx RGB FSMI and ELFIN-A"
"2020-03-07  03:06","2020-03-07  03:06","1","446","446","nbtrace","REGO RESU and ELFIN-A"
"2020-03-07  03:29","2020-03-07  03:30","2","196","282","nbtrace","REGO LUCK and ELFIN-B"
"2020-03-07  03:29","2020-03-07  03:30","2","196","282","nbtrace","TREx Spectrograph LUCK and ELFIN-B"
"2020-03-07  03:29","2020-03-07  03:30","2","196","282","nbtrace","TREx RGB LUCK and ELFIN-B"
"2020-03-07  03:30","2020-03-07  03:31","2","288","379","nbtrace","THEMIS-ASI ATHA and ELFIN-B"
"2020-03-07  03:31","2020-03-07  03:33","3","55","443","nbtrace","THEMIS-ASI FSMI and ELFIN-B"
"2020-03-07  03:31","2020-03-07  03:33","3","55","443","nbtrace","REGO FSMI and ELFIN-B"
"2020-03-07  03:31","2020-03-07  03:32","2","445","456","nbtrace","TREx NIR RABB and ELFIN-B"
"2020-03-07  03:31","2020-03-07  03:33","3","55","443","nbtrace","TREx RGB FSMI and ELFIN-B"
"2020-03-07  03:31","2020-03-07  03:32","2","445","456","nbtrace","TREx Spectrograph RABB and ELFIN-B"
"2020-03-07  03:31","2020-03-07  03:32","2","445","456","nbtrace","TREx RGB RABB and ELFIN-B"
"2020-03-07  04:35","2020-03-07  04:36","2","292","499","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2020-03-07  04:35","2020-03-07  04:36","2","292","499","nbtrace","REGO FSIM and ELFIN-A"
"2020-03-07  04:36","2020-03-07  04:36","1","456","456","nbtrace","THEMIS-ASI WHIT and ELFIN-A"
"2020-03-07  04:37","2020-03-07  04:39","3","183","491","nbtrace","THEMIS-ASI INUV and ELFIN-A"
"2020-03-07  04:38","2020-03-07  04:39","2","235","363","nbtrace","REGO SACH and ELFIN-A"
"2020-03-07  05:05","2020-03-07  05:06","2","111","315","nbtrace","THEMIS-ASI WHIT and ELFIN-B"
"2020-03-07  05:07","2020-03-07  05:08","2","164","356","nbtrace","THEMIS-ASI INUV and ELFIN-B"
"2020-03-07  05:09","2020-03-07  05:09","1","489","489","nbtrace","REGO SACH and ELFIN-B"
"2020-03-07  06:09","2020-03-07  06:10","2","298","387","nbtrace","THEMIS-ASI GAKO and ELFIN-A"
"2020-03-07  23:18","2020-03-07  23:19","2","199","372","nbtrace","THEMIS-ASI NRSQ and ELFIN-A"
"2020-03-08  00:51","2020-03-08  00:52","2","236","301","nbtrace","THEMIS-ASI KUUJ and ELFIN-A"
"2020-03-08  01:19","2020-03-08  01:20","2","404","438","nbtrace","THEMIS-ASI KAPU and ELFIN-B"
"2020-03-08  01:21","2020-03-08  01:22","2","160","262","nbtrace","THEMIS-ASI SNKQ and ELFIN-B"
"2020-03-08  02:23","2020-03-08  02:24","2","248","399","nbtrace","THEMIS-ASI PINA and ELFIN-A"
"2020-03-08  02:23","2020-03-08  02:24","2","248","399","nbtrace","TREx RGB PINA and ELFIN-A"
"2020-03-08  02:24","2020-03-08  02:25","2","96","336","nbtrace","THEMIS-ASI GILL and ELFIN-A"
"2020-03-08  02:24","2020-03-08  02:25","2","96","336","nbtrace","REGO GILL and ELFIN-A"
"2020-03-08  02:24","2020-03-08  02:25","2","96","336","nbtrace","TREx RGB GILL and ELFIN-A"
"2020-03-08  02:26","2020-03-08  02:27","2","263","290","nbtrace","THEMIS-ASI RANK and ELFIN-A"
"2020-03-08  02:26","2020-03-08  02:27","2","263","290","nbtrace","REGO RANK and ELFIN-A"
"2020-03-08  02:28","2020-03-08  02:29","2","212","370","nbtrace","THEMIS-ASI TALO and ELFIN-A"
"2020-03-08  02:28","2020-03-08  02:29","2","212","370","nbtrace","REGO TALO and ELFIN-A"
"2020-03-08  02:29","2020-03-08  02:30","2","256","327","nbtrace","REGO RESU and ELFIN-A"
"2020-03-08  02:53","2020-03-08  02:54","2","332","462","nbtrace","THEMIS-ASI PINA and ELFIN-B"
"2020-03-08  02:53","2020-03-08  02:54","2","332","462","nbtrace","TREx RGB PINA and ELFIN-B"
"2020-03-08  02:54","2020-03-08  02:55","2","115","304","nbtrace","THEMIS-ASI TPAS and ELFIN-B"
"2020-03-08  02:54","2020-03-08  02:54","1","476","476","nbtrace","REGO LUCK and ELFIN-B"
"2020-03-08  02:54","2020-03-08  02:54","1","476","476","nbtrace","TREx Spectrograph LUCK and ELFIN-B"
"2020-03-08  02:54","2020-03-08  02:54","1","476","476","nbtrace","TREx RGB LUCK and ELFIN-B"
"2020-03-08  02:55","2020-03-08  02:55","1","440","440","nbtrace","THEMIS-ASI GILL and ELFIN-B"
"2020-03-08  02:55","2020-03-08  02:55","1","440","440","nbtrace","REGO GILL and ELFIN-B"
"2020-03-08  02:55","2020-03-08  02:56","2","205","249","nbtrace","TREx NIR RABB and ELFIN-B"
"2020-03-08  02:55","2020-03-08  02:56","2","205","249","nbtrace","TREx Spectrograph RABB and ELFIN-B"
"2020-03-08  02:55","2020-03-08  02:55","1","440","440","nbtrace","TREx RGB GILL and ELFIN-B"
"2020-03-08  02:55","2020-03-08  02:56","2","205","249","nbtrace","TREx RGB RABB and ELFIN-B"
"2020-03-08  03:00","2020-03-08  03:00","1","441","441","nbtrace","REGO RESU and ELFIN-B"
"2020-03-08  03:57","2020-03-08  03:58","2","201","384","nbtrace","THEMIS-ASI ATHA and ELFIN-A"
"2020-03-08  03:59","2020-03-08  04:00","2","162","381","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2020-03-08  03:59","2020-03-08  04:00","2","344","457","nbtrace","THEMIS-ASI FSMI and ELFIN-A"
"2020-03-08  03:59","2020-03-08  04:00","2","162","381","nbtrace","REGO FSIM and ELFIN-A"
"2020-03-08  03:59","2020-03-08  04:00","2","344","457","nbtrace","REGO FSMI and ELFIN-A"
"2020-03-08  03:59","2020-03-08  04:00","2","344","457","nbtrace","TREx RGB FSMI and ELFIN-A"
"2020-03-08  04:02","2020-03-08  04:03","2","202","252","nbtrace","REGO SACH and ELFIN-A"
"2020-03-08  04:29","2020-03-08  04:30","2","271","440","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2020-03-08  04:29","2020-03-08  04:30","2","271","440","nbtrace","REGO FSIM and ELFIN-B"
"2020-03-08  04:30","2020-03-08  04:30","1","488","488","nbtrace","THEMIS-ASI WHIT and ELFIN-B"
"2020-03-08  04:32","2020-03-08  04:33","2","251","310","nbtrace","REGO SACH and ELFIN-B"
"2020-03-08  05:33","2020-03-08  05:33","1","342","342","nbtrace","THEMIS-ASI WHIT and ELFIN-A"
"2020-03-08  05:33","2020-03-08  05:34","2","251","287","nbtrace","THEMIS-ASI GAKO and ELFIN-A"
"2020-03-08  05:35","2020-03-08  05:35","1","422","422","nbtrace","THEMIS-ASI INUV and ELFIN-A"
"2020-03-08  06:03","2020-03-08  06:04","2","300","333","nbtrace","THEMIS-ASI GAKO and ELFIN-B"
"2020-03-08  22:42","2020-03-08  22:43","2","309","389","nbtrace","THEMIS-ASI NRSQ and ELFIN-A"
"2020-03-08  23:12","2020-03-08  23:13","2","180","350","nbtrace","THEMIS-ASI NRSQ and ELFIN-B"
"2020-03-09  00:15","2020-03-09  00:16","2","380","387","nbtrace","THEMIS-ASI KUUJ and ELFIN-A"
"2020-03-09  00:45","2020-03-09  00:46","2","221","280","nbtrace","THEMIS-ASI KUUJ and ELFIN-B"
"2020-03-09  01:46","2020-03-09  01:47","2","213","273","nbtrace","THEMIS-ASI KAPU and ELFIN-A"
"2020-03-09  01:48","2020-03-09  01:49","2","432","448","nbtrace","THEMIS-ASI SNKQ and ELFIN-A"
"2020-03-09  01:50","2020-03-09  01:51","2","276","370","nbtrace","THEMIS-ASI RANK and ELFIN-A"
"2020-03-09  01:50","2020-03-09  01:51","2","276","370","nbtrace","REGO RANK and ELFIN-A"
"2020-03-09  01:51","2020-03-09  01:53","3","140","478","nbtrace","THEMIS-ASI TALO and ELFIN-A"
"2020-03-09  01:51","2020-03-09  01:53","3","140","478","nbtrace","REGO TALO and ELFIN-A"
"2020-03-09  02:17","2020-03-09  02:18","2","282","420","nbtrace","THEMIS-ASI PINA and ELFIN-B"
"2020-03-09  02:17","2020-03-09  02:18","2","282","420","nbtrace","TREx RGB PINA and ELFIN-B"
"2020-03-09  02:18","2020-03-09  02:19","2","115","341","nbtrace","THEMIS-ASI GILL and ELFIN-B"
"2020-03-09  02:18","2020-03-09  02:19","2","115","341","nbtrace","REGO GILL and ELFIN-B"
"2020-03-09  02:18","2020-03-09  02:19","2","115","341","nbtrace","TREx RGB GILL and ELFIN-B"
"2020-03-09  02:20","2020-03-09  02:21","2","244","278","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2020-03-09  02:20","2020-03-09  02:21","2","244","278","nbtrace","REGO RANK and ELFIN-B"
"2020-03-09  02:22","2020-03-09  02:23","2","193","363","nbtrace","THEMIS-ASI TALO and ELFIN-B"
"2020-03-09  02:22","2020-03-09  02:23","2","193","363","nbtrace","REGO TALO and ELFIN-B"
"2020-03-09  02:23","2020-03-09  02:24","2","248","315","nbtrace","REGO RESU and ELFIN-B"
"2020-03-09  03:20","2020-03-09  03:21","2","142","275","nbtrace","REGO LUCK and ELFIN-A"
"2020-03-09  03:20","2020-03-09  03:21","2","142","275","nbtrace","TREx Spectrograph LUCK and ELFIN-A"
"2020-03-09  03:20","2020-03-09  03:21","2","142","275","nbtrace","TREx RGB LUCK and ELFIN-A"
"2020-03-09  03:21","2020-03-09  03:22","2","366","464","nbtrace","THEMIS-ASI ATHA and ELFIN-A"
"2020-03-09  03:21","2020-03-09  03:21","1","482","482","nbtrace","THEMIS-ASI TPAS and ELFIN-A"
"2020-03-09  03:22","2020-03-09  03:24","3","139","478","nbtrace","THEMIS-ASI FSMI and ELFIN-A"
"2020-03-09  03:22","2020-03-09  03:24","3","139","478","nbtrace","REGO FSMI and ELFIN-A"
"2020-03-09  03:22","2020-03-09  03:23","2","373","376","nbtrace","TREx NIR RABB and ELFIN-A"
"2020-03-09  03:22","2020-03-09  03:24","3","139","478","nbtrace","TREx RGB FSMI and ELFIN-A"
"2020-03-09  03:22","2020-03-09  03:23","2","373","376","nbtrace","TREx Spectrograph RABB and ELFIN-A"
"2020-03-09  03:22","2020-03-09  03:23","2","373","376","nbtrace","TREx RGB RABB and ELFIN-A"
"2020-03-09  03:51","2020-03-09  03:52","2","171","371","nbtrace","THEMIS-ASI ATHA and ELFIN-B"
"2020-03-09  03:53","2020-03-09  03:54","2","185","395","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2020-03-09  03:53","2020-03-09  03:54","2","318","437","nbtrace","THEMIS-ASI FSMI and ELFIN-B"
"2020-03-09  03:53","2020-03-09  03:54","2","185","395","nbtrace","REGO FSIM and ELFIN-B"
"2020-03-09  03:53","2020-03-09  03:54","2","318","437","nbtrace","REGO FSMI and ELFIN-B"
"2020-03-09  03:53","2020-03-09  03:54","2","318","437","nbtrace","TREx RGB FSMI and ELFIN-B"
"2020-03-09  04:56","2020-03-09  04:57","2","148","349","nbtrace","THEMIS-ASI WHIT and ELFIN-A"
"2020-03-09  04:58","2020-03-09  04:59","2","110","347","nbtrace","THEMIS-ASI INUV and ELFIN-A"
"2020-03-09  05:00","2020-03-09  05:00","1","438","438","nbtrace","REGO SACH and ELFIN-A"
"2020-03-09  05:26","2020-03-09  05:27","2","314","498","nbtrace","THEMIS-ASI WHIT and ELFIN-B"
"2020-03-09  05:27","2020-03-09  05:28","2","264","308","nbtrace","THEMIS-ASI GAKO and ELFIN-B"
