"Start Time (UTC)","End Time (UTC)","Duration (min)","Min (km)","Max (km)","Conjunction Type","Conjunction Between"
"2021-08-06  06:36","2021-08-06  06:36","1","465","465","nbtrace","THEMIS-ASI PINA and ELFIN-A"
"2021-08-06  06:36","2021-08-06  06:36","1","465","465","nbtrace","TREx RGB PINA and ELFIN-A"
"2021-08-06  06:37","2021-08-06  06:38","2","232","417","nbtrace","REGO GILL and ELFIN-A"
"2021-08-06  06:37","2021-08-06  06:38","2","232","417","nbtrace","TREx Blue GILL and ELFIN-A"
"2021-08-06  06:37","2021-08-06  06:38","2","232","417","nbtrace","TREx RGB GILL and ELFIN-A"
"2021-08-06  07:56","2021-08-06  07:57","2","297","329","nbtrace","TREx Spectrograph LUCK and ELFIN-B"
"2021-08-06  07:56","2021-08-06  07:57","2","297","329","nbtrace","TREx RGB LUCK and ELFIN-B"
"2021-08-06  07:57","2021-08-06  07:58","2","223","288","nbtrace","THEMIS-ASI ATHA and ELFIN-B"
"2021-08-06  07:58","2021-08-06  08:00","3","44","428","nbtrace","TREx RGB FSMI and ELFIN-B"
"2021-08-06  07:59","2021-08-06  08:00","2","435","497","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2021-08-06  08:08","2021-08-06  08:09","2","395","499","nbtrace","TREx Spectrograph LUCK and ELFIN-A"
"2021-08-06  08:08","2021-08-06  08:09","2","395","499","nbtrace","TREx RGB LUCK and ELFIN-A"
"2021-08-06  08:09","2021-08-06  08:10","2","91","326","nbtrace","THEMIS-ASI ATHA and ELFIN-A"
"2021-08-06  08:11","2021-08-06  08:12","2","310","462","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2021-08-06  08:11","2021-08-06  08:12","2","181","377","nbtrace","TREx RGB FSMI and ELFIN-A"
"2021-08-07  05:41","2021-08-07  05:42","2","385","397","nbtrace","THEMIS-ASI KAPU and ELFIN-B"
"2021-08-07  05:43","2021-08-07  05:44","2","137","281","nbtrace","THEMIS-ASI SNKQ and ELFIN-B"
"2021-08-07  05:53","2021-08-07  05:54","2","217","358","nbtrace","THEMIS-ASI KAPU and ELFIN-A"
"2021-08-07  05:54","2021-08-07  05:56","3","128","470","nbtrace","THEMIS-ASI SNKQ and ELFIN-A"
"2021-08-07  07:14","2021-08-07  07:15","2","359","480","nbtrace","THEMIS-ASI PINA and ELFIN-B"
"2021-08-07  07:14","2021-08-07  07:15","2","359","480","nbtrace","TREx RGB PINA and ELFIN-B"
"2021-08-07  07:15","2021-08-07  07:17","3","69","476","nbtrace","THEMIS-ASI TPAS and ELFIN-B"
"2021-08-07  07:15","2021-08-07  07:15","1","449","449","nbtrace","TREx Spectrograph LUCK and ELFIN-B"
"2021-08-07  07:15","2021-08-07  07:15","1","449","449","nbtrace","TREx RGB LUCK and ELFIN-B"
"2021-08-07  07:16","2021-08-07  07:16","1","493","493","nbtrace","REGO GILL and ELFIN-B"
"2021-08-07  07:16","2021-08-07  07:16","1","493","493","nbtrace","TREx Blue GILL and ELFIN-B"
"2021-08-07  07:16","2021-08-07  07:18","3","66","439","nbtrace","TREx NIR RABB and ELFIN-B"
"2021-08-07  07:16","2021-08-07  07:16","1","493","493","nbtrace","TREx RGB GILL and ELFIN-B"
"2021-08-07  07:16","2021-08-07  07:18","3","66","439","nbtrace","TREx RGB RABB and ELFIN-B"
"2021-08-07  07:18","2021-08-07  07:18","1","495","495","nbtrace","TREx RGB FSMI and ELFIN-B"
"2021-08-07  07:27","2021-08-07  07:28","2","242","302","nbtrace","THEMIS-ASI TPAS and ELFIN-A"
"2021-08-07  07:27","2021-08-07  07:27","1","294","294","nbtrace","TREx Spectrograph LUCK and ELFIN-A"
"2021-08-07  07:27","2021-08-07  07:27","1","294","294","nbtrace","TREx RGB LUCK and ELFIN-A"
"2021-08-07  07:28","2021-08-07  07:29","2","115","322","nbtrace","TREx NIR RABB and ELFIN-A"
"2021-08-07  07:28","2021-08-07  07:29","2","115","322","nbtrace","TREx RGB RABB and ELFIN-A"
"2021-08-07  07:29","2021-08-07  07:30","2","414","445","nbtrace","TREx RGB FSMI and ELFIN-A"
"2021-08-07  08:51","2021-08-07  08:52","2","283","474","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2021-08-08  05:01","2021-08-08  05:03","3","114","498","nbtrace","THEMIS-ASI KUUJ and ELFIN-B"
"2021-08-08  05:13","2021-08-08  05:14","2","280","297","nbtrace","THEMIS-ASI KUUJ and ELFIN-A"
"2021-08-08  05:13","2021-08-08  05:13","1","488","488","nbtrace","THEMIS-ASI SNKQ and ELFIN-A"
"2021-08-08  06:33","2021-08-08  06:34","2","387","398","nbtrace","THEMIS-ASI PINA and ELFIN-B"
"2021-08-08  06:33","2021-08-08  06:34","2","387","398","nbtrace","TREx RGB PINA and ELFIN-B"
"2021-08-08  06:34","2021-08-08  06:36","3","134","455","nbtrace","REGO GILL and ELFIN-B"
"2021-08-08  06:34","2021-08-08  06:36","3","134","455","nbtrace","TREx Blue GILL and ELFIN-B"
"2021-08-08  06:34","2021-08-08  06:36","3","134","455","nbtrace","TREx RGB GILL and ELFIN-B"
"2021-08-08  06:44","2021-08-08  06:45","2","234","354","nbtrace","THEMIS-ASI PINA and ELFIN-A"
"2021-08-08  06:44","2021-08-08  06:45","2","234","354","nbtrace","TREx RGB PINA and ELFIN-A"
"2021-08-08  06:46","2021-08-08  06:46","1","463","463","nbtrace","THEMIS-ASI TPAS and ELFIN-A"
"2021-08-08  06:46","2021-08-08  06:47","2","119","302","nbtrace","REGO GILL and ELFIN-A"
"2021-08-08  06:46","2021-08-08  06:47","2","119","302","nbtrace","TREx Blue GILL and ELFIN-A"
"2021-08-08  06:46","2021-08-08  06:47","2","119","302","nbtrace","TREx RGB GILL and ELFIN-A"
"2021-08-08  08:07","2021-08-08  08:08","2","153","303","nbtrace","THEMIS-ASI ATHA and ELFIN-B"
"2021-08-08  08:09","2021-08-08  08:10","2","252","383","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2021-08-08  08:09","2021-08-08  08:10","2","249","444","nbtrace","TREx RGB FSMI and ELFIN-B"
"2021-08-08  08:18","2021-08-08  08:20","3","212","498","nbtrace","THEMIS-ASI ATHA and ELFIN-A"
"2021-08-08  08:20","2021-08-08  08:22","3","130","465","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2021-08-08  08:20","2021-08-08  08:21","2","379","444","nbtrace","TREx RGB FSMI and ELFIN-A"
"2021-08-09  04:21","2021-08-09  04:21","1","480","480","nbtrace","THEMIS-ASI KUUJ and ELFIN-B"
"2021-08-09  04:31","2021-08-09  04:32","2","402","461","nbtrace","THEMIS-ASI KUUJ and ELFIN-A"
"2021-08-09  05:51","2021-08-09  05:52","2","186","255","nbtrace","THEMIS-ASI KAPU and ELFIN-B"
"2021-08-09  05:53","2021-08-09  05:54","2","283","324","nbtrace","THEMIS-ASI SNKQ and ELFIN-B"
"2021-08-09  06:02","2021-08-09  06:03","2","159","273","nbtrace","THEMIS-ASI KAPU and ELFIN-A"
"2021-08-09  06:04","2021-08-09  06:05","2","341","463","nbtrace","THEMIS-ASI SNKQ and ELFIN-A"
"2021-08-09  06:06","2021-08-09  06:07","2","290","475","nbtrace","THEMIS-ASI RANK and ELFIN-A"
"2021-08-09  07:25","2021-08-09  07:26","2","277","487","nbtrace","THEMIS-ASI TPAS and ELFIN-B"
"2021-08-09  07:25","2021-08-09  07:26","2","231","335","nbtrace","TREx Spectrograph LUCK and ELFIN-B"
"2021-08-09  07:25","2021-08-09  07:26","2","231","335","nbtrace","TREx RGB LUCK and ELFIN-B"
"2021-08-09  07:26","2021-08-09  07:28","3","155","492","nbtrace","TREx NIR RABB and ELFIN-B"
"2021-08-09  07:26","2021-08-09  07:28","3","155","492","nbtrace","TREx RGB RABB and ELFIN-B"
"2021-08-09  07:27","2021-08-09  07:28","2","303","432","nbtrace","TREx RGB FSMI and ELFIN-B"
"2021-08-09  07:35","2021-08-09  07:37","3","67","445","nbtrace","TREx Spectrograph LUCK and ELFIN-A"
"2021-08-09  07:35","2021-08-09  07:37","3","67","445","nbtrace","TREx RGB LUCK and ELFIN-A"
"2021-08-09  07:36","2021-08-09  07:37","2","409","493","nbtrace","THEMIS-ASI TPAS and ELFIN-A"
"2021-08-09  07:37","2021-08-09  07:37","1","419","419","nbtrace","THEMIS-ASI ATHA and ELFIN-A"
"2021-08-09  07:37","2021-08-09  07:38","2","256","442","nbtrace","TREx NIR RABB and ELFIN-A"
"2021-08-09  07:37","2021-08-09  07:38","2","256","442","nbtrace","TREx RGB RABB and ELFIN-A"
"2021-08-09  07:38","2021-08-09  07:39","2","281","287","nbtrace","TREx RGB FSMI and ELFIN-A"
"2021-08-09  09:01","2021-08-09  09:01","1","480","480","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2021-08-10  05:12","2021-08-10  05:13","2","319","427","nbtrace","THEMIS-ASI KUUJ and ELFIN-B"
"2021-08-10  05:12","2021-08-10  05:12","1","369","369","nbtrace","THEMIS-ASI SNKQ and ELFIN-B"
"2021-08-10  05:22","2021-08-10  05:23","2","433","466","nbtrace","THEMIS-ASI KUUJ and ELFIN-A"
"2021-08-10  05:22","2021-08-10  05:23","2","305","382","nbtrace","THEMIS-ASI SNKQ and ELFIN-A"
"2021-08-10  06:43","2021-08-10  06:44","2","222","224","nbtrace","THEMIS-ASI PINA and ELFIN-B"
"2021-08-10  06:43","2021-08-10  06:44","2","222","224","nbtrace","TREx RGB PINA and ELFIN-B"
"2021-08-10  06:44","2021-08-10  06:45","2","384","435","nbtrace","THEMIS-ASI TPAS and ELFIN-B"
"2021-08-10  06:44","2021-08-10  06:46","3","95","465","nbtrace","REGO GILL and ELFIN-B"
"2021-08-10  06:44","2021-08-10  06:46","3","95","465","nbtrace","TREx Blue GILL and ELFIN-B"
"2021-08-10  06:44","2021-08-10  06:46","3","95","465","nbtrace","TREx RGB GILL and ELFIN-B"
"2021-08-10  06:46","2021-08-10  06:47","2","305","434","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2021-08-10  06:46","2021-08-10  06:46","1","420","420","nbtrace","TREx NIR RABB and ELFIN-B"
"2021-08-10  06:46","2021-08-10  06:46","1","420","420","nbtrace","TREx RGB RABB and ELFIN-B"
"2021-08-10  06:53","2021-08-10  06:54","2","108","318","nbtrace","THEMIS-ASI PINA and ELFIN-A"
"2021-08-10  06:53","2021-08-10  06:54","2","108","318","nbtrace","TREx RGB PINA and ELFIN-A"
"2021-08-10  06:54","2021-08-10  06:55","2","250","435","nbtrace","THEMIS-ASI TPAS and ELFIN-A"
"2021-08-10  06:55","2021-08-10  06:56","2","241","328","nbtrace","REGO GILL and ELFIN-A"
"2021-08-10  06:55","2021-08-10  06:56","2","241","328","nbtrace","TREx Blue GILL and ELFIN-A"
"2021-08-10  06:55","2021-08-10  06:56","2","241","328","nbtrace","TREx RGB GILL and ELFIN-A"
"2021-08-10  06:56","2021-08-10  06:56","1","317","317","nbtrace","TREx NIR RABB and ELFIN-A"
"2021-08-10  06:56","2021-08-10  06:56","1","317","317","nbtrace","TREx RGB RABB and ELFIN-A"
"2021-08-10  08:17","2021-08-10  08:18","2","334","452","nbtrace","THEMIS-ASI ATHA and ELFIN-B"
"2021-08-10  08:19","2021-08-10  08:20","2","103","327","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2021-08-10  08:19","2021-08-10  08:19","1","454","454","nbtrace","TREx RGB FSMI and ELFIN-B"
"2021-08-10  08:28","2021-08-10  08:28","1","426","426","nbtrace","THEMIS-ASI ATHA and ELFIN-A"
"2021-08-10  08:29","2021-08-10  08:31","3","48","424","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2021-08-10  09:52","2021-08-10  09:54","3","87","480","nbtrace","THEMIS-ASI GAKO and ELFIN-B"
"2021-08-10  10:03","2021-08-10  10:04","2","139","281","nbtrace","THEMIS-ASI GAKO and ELFIN-A"
"2021-08-11  04:30","2021-08-11  04:31","2","274","450","nbtrace","THEMIS-ASI KUUJ and ELFIN-B"
"2021-08-11  04:40","2021-08-11  04:41","2","227","331","nbtrace","THEMIS-ASI KUUJ and ELFIN-A"
"2021-08-11  06:01","2021-08-11  06:02","2","242","320","nbtrace","THEMIS-ASI KAPU and ELFIN-B"
"2021-08-11  06:03","2021-08-11  06:04","2","485","488","nbtrace","THEMIS-ASI SNKQ and ELFIN-B"
"2021-08-11  06:05","2021-08-11  06:06","2","248","335","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2021-08-11  06:11","2021-08-11  06:12","2","343","384","nbtrace","THEMIS-ASI KAPU and ELFIN-A"
"2021-08-11  06:13","2021-08-11  06:14","2","451","464","nbtrace","REGO GILL and ELFIN-A"
"2021-08-11  06:13","2021-08-11  06:14","2","451","464","nbtrace","TREx Blue GILL and ELFIN-A"
"2021-08-11  06:13","2021-08-11  06:14","2","451","464","nbtrace","TREx RGB GILL and ELFIN-A"
"2021-08-11  06:14","2021-08-11  06:16","3","132","490","nbtrace","THEMIS-ASI RANK and ELFIN-A"
"2021-08-11  07:35","2021-08-11  07:36","2","158","280","nbtrace","TREx Spectrograph LUCK and ELFIN-B"
"2021-08-11  07:35","2021-08-11  07:36","2","158","280","nbtrace","TREx RGB LUCK and ELFIN-B"
"2021-08-11  07:36","2021-08-11  07:37","2","345","389","nbtrace","THEMIS-ASI ATHA and ELFIN-B"
"2021-08-11  07:37","2021-08-11  07:38","2","365","493","nbtrace","TREx NIR RABB and ELFIN-B"
"2021-08-11  07:37","2021-08-11  07:38","2","131","338","nbtrace","TREx RGB FSMI and ELFIN-B"
"2021-08-11  07:37","2021-08-11  07:38","2","365","493","nbtrace","TREx RGB RABB and ELFIN-B"
"2021-08-11  07:44","2021-08-11  07:46","3","175","486","nbtrace","TREx Spectrograph LUCK and ELFIN-A"
"2021-08-11  07:44","2021-08-11  07:46","3","175","486","nbtrace","TREx RGB LUCK and ELFIN-A"
"2021-08-11  07:46","2021-08-11  07:47","2","211","414","nbtrace","THEMIS-ASI ATHA and ELFIN-A"
"2021-08-11  07:47","2021-08-11  07:47","1","447","447","nbtrace","TREx NIR RABB and ELFIN-A"
"2021-08-11  07:47","2021-08-11  07:48","2","203","218","nbtrace","TREx RGB FSMI and ELFIN-A"
"2021-08-11  07:47","2021-08-11  07:47","1","447","447","nbtrace","TREx RGB RABB and ELFIN-A"
"2021-08-11  07:48","2021-08-11  07:48","1","466","466","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2021-08-12  05:21","2021-08-12  05:23","3","153","468","nbtrace","THEMIS-ASI SNKQ and ELFIN-B"
"2021-08-12  05:29","2021-08-12  05:30","2","444","470","nbtrace","THEMIS-ASI KAPU and ELFIN-A"
"2021-08-12  05:31","2021-08-12  05:32","2","161","279","nbtrace","THEMIS-ASI SNKQ and ELFIN-A"
"2021-08-12  06:53","2021-08-12  06:54","2","268","275","nbtrace","THEMIS-ASI PINA and ELFIN-B"
"2021-08-12  06:53","2021-08-12  06:54","2","268","275","nbtrace","TREx RGB PINA and ELFIN-B"
"2021-08-12  06:55","2021-08-12  06:56","2","312","477","nbtrace","REGO GILL and ELFIN-B"
"2021-08-12  06:55","2021-08-12  06:56","2","312","477","nbtrace","TREx Blue GILL and ELFIN-B"
"2021-08-12  06:55","2021-08-12  06:56","2","227","384","nbtrace","TREx NIR RABB and ELFIN-B"
"2021-08-12  06:55","2021-08-12  06:56","2","312","477","nbtrace","TREx RGB GILL and ELFIN-B"
"2021-08-12  06:55","2021-08-12  06:56","2","227","384","nbtrace","TREx RGB RABB and ELFIN-B"
"2021-08-12  06:57","2021-08-12  06:57","1","477","477","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2021-08-12  07:02","2021-08-12  07:03","2","289","425","nbtrace","THEMIS-ASI PINA and ELFIN-A"
"2021-08-12  07:02","2021-08-12  07:03","2","289","425","nbtrace","TREx RGB PINA and ELFIN-A"
"2021-08-12  07:03","2021-08-12  07:05","3","65","479","nbtrace","THEMIS-ASI TPAS and ELFIN-A"
"2021-08-12  07:04","2021-08-12  07:05","2","429","466","nbtrace","REGO GILL and ELFIN-A"
"2021-08-12  07:04","2021-08-12  07:05","2","429","466","nbtrace","TREx Blue GILL and ELFIN-A"
"2021-08-12  07:04","2021-08-12  07:06","3","125","449","nbtrace","TREx NIR RABB and ELFIN-A"
"2021-08-12  07:04","2021-08-12  07:05","2","429","466","nbtrace","TREx RGB GILL and ELFIN-A"
"2021-08-12  07:04","2021-08-12  07:06","3","125","449","nbtrace","TREx RGB RABB and ELFIN-A"
"2021-08-12  08:29","2021-08-12  08:30","2","175","362","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2021-08-12  08:38","2021-08-12  08:40","3","225","485","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2021-08-12  10:02","2021-08-12  10:04","3","136","492","nbtrace","THEMIS-ASI GAKO and ELFIN-B"
"2021-08-12  10:12","2021-08-12  10:13","2","244","333","nbtrace","THEMIS-ASI GAKO and ELFIN-A"
"2021-08-13  04:40","2021-08-13  04:42","3","89","489","nbtrace","THEMIS-ASI KUUJ and ELFIN-B"
"2021-08-13  04:49","2021-08-13  04:50","2","145","274","nbtrace","THEMIS-ASI KUUJ and ELFIN-A"
"2021-08-13  06:12","2021-08-13  06:12","1","469","469","nbtrace","THEMIS-ASI KAPU and ELFIN-B"
"2021-08-13  06:13","2021-08-13  06:14","2","306","414","nbtrace","REGO GILL and ELFIN-B"
"2021-08-13  06:13","2021-08-13  06:14","2","306","414","nbtrace","TREx Blue GILL and ELFIN-B"
"2021-08-13  06:13","2021-08-13  06:14","2","306","414","nbtrace","TREx RGB GILL and ELFIN-B"
"2021-08-13  06:15","2021-08-13  06:16","2","143","280","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2021-08-13  06:21","2021-08-13  06:21","1","416","416","nbtrace","THEMIS-ASI PINA and ELFIN-A"
"2021-08-13  06:21","2021-08-13  06:21","1","416","416","nbtrace","TREx RGB PINA and ELFIN-A"
"2021-08-13  06:22","2021-08-13  06:23","2","291","296","nbtrace","REGO GILL and ELFIN-A"
"2021-08-13  06:22","2021-08-13  06:23","2","291","296","nbtrace","TREx Blue GILL and ELFIN-A"
"2021-08-13  06:22","2021-08-13  06:23","2","291","296","nbtrace","TREx RGB GILL and ELFIN-A"
"2021-08-13  06:23","2021-08-13  06:25","3","69","474","nbtrace","THEMIS-ASI RANK and ELFIN-A"
"2021-08-13  07:45","2021-08-13  07:46","2","345","416","nbtrace","TREx Spectrograph LUCK and ELFIN-B"
"2021-08-13  07:45","2021-08-13  07:46","2","345","416","nbtrace","TREx RGB LUCK and ELFIN-B"
"2021-08-13  07:46","2021-08-13  07:47","2","169","275","nbtrace","THEMIS-ASI ATHA and ELFIN-B"
"2021-08-13  07:47","2021-08-13  07:48","2","147","337","nbtrace","TREx RGB FSMI and ELFIN-B"
"2021-08-13  07:48","2021-08-13  07:49","2","395","429","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2021-08-13  07:54","2021-08-13  07:56","3","47","463","nbtrace","THEMIS-ASI ATHA and ELFIN-A"
"2021-08-13  07:54","2021-08-13  07:54","1","406","406","nbtrace","TREx Spectrograph LUCK and ELFIN-A"
"2021-08-13  07:54","2021-08-13  07:54","1","406","406","nbtrace","TREx RGB LUCK and ELFIN-A"
"2021-08-13  07:56","2021-08-13  07:57","2","271","280","nbtrace","TREx RGB FSMI and ELFIN-A"
"2021-08-13  07:57","2021-08-13  07:58","2","294","459","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2021-08-13  09:22","2021-08-13  09:22","1","385","385","nbtrace","THEMIS-ASI GAKO and ELFIN-B"
"2021-08-13  09:30","2021-08-13  09:31","2","374","377","nbtrace","THEMIS-ASI GAKO and ELFIN-A"
"2021-08-14  05:30","2021-08-14  05:31","2","266","413","nbtrace","THEMIS-ASI KAPU and ELFIN-B"
"2021-08-14  05:31","2021-08-14  05:33","3","68","433","nbtrace","THEMIS-ASI SNKQ and ELFIN-B"
"2021-08-14  05:34","2021-08-14  05:34","1","497","497","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2021-08-14  05:38","2021-08-14  05:39","2","267","268","nbtrace","THEMIS-ASI KAPU and ELFIN-A"
"2021-08-14  05:40","2021-08-14  05:41","2","194","315","nbtrace","THEMIS-ASI SNKQ and ELFIN-A"
"2021-08-14  05:42","2021-08-14  05:42","1","454","454","nbtrace","THEMIS-ASI RANK and ELFIN-A"
"2021-08-14  07:03","2021-08-14  07:04","2","476","477","nbtrace","THEMIS-ASI PINA and ELFIN-B"
"2021-08-14  07:03","2021-08-14  07:04","2","476","477","nbtrace","TREx RGB PINA and ELFIN-B"
"2021-08-14  07:04","2021-08-14  07:05","2","218","259","nbtrace","THEMIS-ASI TPAS and ELFIN-B"
"2021-08-14  07:04","2021-08-14  07:04","1","356","356","nbtrace","TREx Spectrograph LUCK and ELFIN-B"
"2021-08-14  07:04","2021-08-14  07:04","1","356","356","nbtrace","TREx RGB LUCK and ELFIN-B"
"2021-08-14  07:05","2021-08-14  07:06","2","117","302","nbtrace","TREx NIR RABB and ELFIN-B"
"2021-08-14  07:05","2021-08-14  07:06","2","117","302","nbtrace","TREx RGB RABB and ELFIN-B"
"2021-08-14  07:06","2021-08-14  07:07","2","454","492","nbtrace","TREx RGB FSMI and ELFIN-B"
"2021-08-14  07:12","2021-08-14  07:13","2","203","393","nbtrace","THEMIS-ASI TPAS and ELFIN-A"
"2021-08-14  07:12","2021-08-14  07:13","2","291","430","nbtrace","TREx Spectrograph LUCK and ELFIN-A"
"2021-08-14  07:12","2021-08-14  07:13","2","291","430","nbtrace","TREx RGB LUCK and ELFIN-A"
"2021-08-14  07:13","2021-08-14  07:15","3","69","432","nbtrace","TREx NIR RABB and ELFIN-A"
"2021-08-14  07:13","2021-08-14  07:15","3","69","432","nbtrace","TREx RGB RABB and ELFIN-A"
"2021-08-14  07:14","2021-08-14  07:15","2","388","452","nbtrace","TREx RGB FSMI and ELFIN-A"
"2021-08-14  08:39","2021-08-14  08:40","2","353","470","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2021-08-14  08:48","2021-08-14  08:48","1","401","401","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2021-08-14  10:13","2021-08-14  10:14","2","314","477","nbtrace","THEMIS-ASI GAKO and ELFIN-B"
"2021-08-14  10:21","2021-08-14  10:22","2","396","460","nbtrace","THEMIS-ASI GAKO and ELFIN-A"
"2021-08-15  04:50","2021-08-15  04:51","2","174","364","nbtrace","THEMIS-ASI KUUJ and ELFIN-B"
"2021-08-15  04:58","2021-08-15  04:59","2","267","334","nbtrace","THEMIS-ASI KUUJ and ELFIN-A"
"2021-08-15  04:58","2021-08-15  04:58","1","494","494","nbtrace","THEMIS-ASI SNKQ and ELFIN-A"
"2021-08-15  06:22","2021-08-15  06:23","2","257","466","nbtrace","THEMIS-ASI PINA and ELFIN-B"
"2021-08-15  06:22","2021-08-15  06:23","2","257","466","nbtrace","TREx RGB PINA and ELFIN-B"
"2021-08-15  06:23","2021-08-15  06:24","2","165","276","nbtrace","REGO GILL and ELFIN-B"
"2021-08-15  06:23","2021-08-15  06:24","2","165","276","nbtrace","TREx Blue GILL and ELFIN-B"
"2021-08-15  06:23","2021-08-15  06:24","2","165","276","nbtrace","TREx RGB GILL and ELFIN-B"
"2021-08-15  06:25","2021-08-15  06:26","2","204","340","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2021-08-15  06:29","2021-08-15  06:30","2","194","396","nbtrace","THEMIS-ASI PINA and ELFIN-A"
"2021-08-15  06:29","2021-08-15  06:30","2","194","396","nbtrace","TREx RGB PINA and ELFIN-A"
"2021-08-15  06:31","2021-08-15  06:31","1","443","443","nbtrace","THEMIS-ASI TPAS and ELFIN-A"
"2021-08-15  06:31","2021-08-15  06:32","2","175","244","nbtrace","REGO GILL and ELFIN-A"
"2021-08-15  06:31","2021-08-15  06:31","1","175","175","nbtrace","TREx Blue GILL and ELFIN-A"
"2021-08-15  06:31","2021-08-15  06:32","2","175","244","nbtrace","TREx RGB GILL and ELFIN-A"
"2021-08-15  06:32","2021-08-15  06:32","1","498","498","nbtrace","TREx NIR RABB and ELFIN-A"
"2021-08-15  06:32","2021-08-15  06:32","1","498","498","nbtrace","TREx RGB RABB and ELFIN-A"
"2021-08-15  06:33","2021-08-15  06:34","2","218","444","nbtrace","THEMIS-ASI RANK and ELFIN-A"
"2021-08-15  07:56","2021-08-15  07:57","2","201","333","nbtrace","THEMIS-ASI ATHA and ELFIN-B"
"2021-08-15  07:57","2021-08-15  07:58","2","328","430","nbtrace","TREx RGB FSMI and ELFIN-B"
"2021-08-15  07:58","2021-08-15  07:59","2","217","331","nbtrace","THEMIS-ASI FSIM and ELFIN-B"
"2021-08-15  08:03","2021-08-15  08:05","3","225","492","nbtrace","THEMIS-ASI ATHA and ELFIN-A"
"2021-08-15  08:05","2021-08-15  08:07","3","118","462","nbtrace","THEMIS-ASI FSIM and ELFIN-A"
"2021-08-15  08:05","2021-08-15  08:06","2","416","424","nbtrace","TREx RGB FSMI and ELFIN-A"
"2021-08-15  09:31","2021-08-15  09:32","2","233","348","nbtrace","THEMIS-ASI GAKO and ELFIN-B"
"2021-08-15  09:39","2021-08-15  09:40","2","218","289","nbtrace","THEMIS-ASI GAKO and ELFIN-A"
"2021-08-16  04:09","2021-08-16  04:10","2","444","490","nbtrace","THEMIS-ASI KUUJ and ELFIN-B"
"2021-08-16  04:16","2021-08-16  04:17","2","383","464","nbtrace","THEMIS-ASI KUUJ and ELFIN-A"
"2021-08-16  05:39","2021-08-16  05:41","3","47","462","nbtrace","THEMIS-ASI KAPU and ELFIN-B"
"2021-08-16  05:41","2021-08-16  05:42","2","286","493","nbtrace","THEMIS-ASI SNKQ and ELFIN-B"
"2021-08-16  05:43","2021-08-16  05:44","2","327","485","nbtrace","THEMIS-ASI RANK and ELFIN-B"
"2021-08-16  05:47","2021-08-16  05:48","2","184","257","nbtrace","THEMIS-ASI KAPU and ELFIN-A"
"2021-08-16  05:49","2021-08-16  05:50","2","359","459","nbtrace","THEMIS-ASI SNKQ and ELFIN-A"
"2021-08-16  05:51","2021-08-16  05:52","2","283","455","nbtrace","THEMIS-ASI RANK and ELFIN-A"
"2021-08-16  07:13","2021-08-16  07:15","3","129","498","nbtrace","TREx Spectrograph LUCK and ELFIN-B"
"2021-08-16  07:13","2021-08-16  07:15","3","129","498","nbtrace","TREx RGB LUCK and ELFIN-B"
"2021-08-16  07:14","2021-08-16  07:15","2","402","407","nbtrace","THEMIS-ASI TPAS and ELFIN-B"
"2021-08-16  07:15","2021-08-16  07:15","1","459","459","nbtrace","THEMIS-ASI ATHA and ELFIN-B"
"2021-08-16  07:15","2021-08-16  07:16","2","257","341","nbtrace","TREx NIR RABB and ELFIN-B"
"2021-08-16  07:15","2021-08-16  07:16","2","257","341","nbtrace","TREx RGB RABB and ELFIN-B"
"2021-08-16  07:16","2021-08-16  07:17","2","256","383","nbtrace","TREx RGB FSMI and ELFIN-B"
"2021-08-16  07:20","2021-08-16  07:22","3","63","461","nbtrace","TREx Spectrograph LUCK and ELFIN-A"
"2021-08-16  07:20","2021-08-16  07:22","3","63","461","nbtrace","TREx RGB LUCK and ELFIN-A"
"2021-08-16  07:22","2021-08-16  07:22","1","408","408","nbtrace","THEMIS-ASI ATHA and ELFIN-A"
"2021-08-16  07:22","2021-08-16  07:22","1","418","418","nbtrace","THEMIS-ASI TPAS and ELFIN-A"
"2021-08-16  07:22","2021-08-16  07:23","2","265","464","nbtrace","TREx NIR RABB and ELFIN-A"
"2021-08-16  07:22","2021-08-16  07:23","2","265","464","nbtrace","TREx RGB RABB and ELFIN-A"
